h3_d,traffic_ct,geometry
872b8c61dffffff,1,"POLYGON ((-74.39204385003963 44.25735632960142, -74.40787128010398 44.25048573995429, -74.40723068324833 44.237662878005786, -74.39077179572315 44.23171043693747, -74.37494850384445 44.23857741343833, -74.37557996103638 44.25140044307967, -74.39204385003963 44.25735632960142))"
872b990ceffffff,5,"POLYGON ((-77.86656502171891 43.29848944481512, -77.8815418053757 43.291218442852085, -77.87995227365633 43.278552100171886, -77.86339460311537 43.2731560377674, -77.84842080372503 43.28042324781095, -77.85000168981298 43.29309031117057, -77.86656502171891 43.29848944481512))"
872b89233ffffff,9,"POLYGON ((-73.75760435910888 42.348437350789524, -73.77287036024542 42.34178281998971, -73.77242855766485 42.32922165041281, -73.75672916707832 42.32331494268432, -73.74146713839352 42.32996599802613, -73.74190052770079 42.34252723554162, -73.75760435910888 42.348437350789524))"
872b8e76dffffff,7,"POLYGON ((-75.60397394596804 44.235877173838304, -75.61961729647797 44.228839587657184, -75.61863384196904 44.21602430848093, -75.60201614279335 44.210246249655114, -75.58637657663219 44.21728013605165, -75.58735092482566 44.23009577999213, -75.60397394596804 44.235877173838304))"
872b8bcd2ffffff,5,"POLYGON ((-75.72641257478665 42.92859693257724, -75.74159660376574 42.92163608193252, -75.74060734492747 42.90899793268429, -75.72444265294925 42.90332025358136, -75.7092621639226 42.91027745978179, -75.71024282646947 42.92291598850714, -75.72641257478665 42.92859693257724))"
872b8d6aeffffff,346,"POLYGON ((-73.69885259334312 43.37410426002674, -73.7144706665096 43.367388091403235, -73.71403514198046 43.35468309734893, -73.69799034118627 43.34869421432709, -73.68237643746029 43.355406864284255, -73.6828031649448 43.368111914883826, -73.69885259334312 43.37410426002674))"
872aa450affffff,1,"POLYGON ((-77.37732903841048 42.77312628160497, -77.39221270307345 42.76596056870327, -77.39077490704443 42.75336007107173, -77.37446192100383 42.747924646600886, -77.35958131201429 42.75508662153463, -77.36101063269531 42.76768775790837, -77.37732903841048 42.77312628160497))"
872b89d04ffffff,1,"POLYGON ((-73.85294157122193 43.25608832681471, -73.86849871296533 43.24935866687148, -73.86802159838844 43.23666970800465, -73.85199609310762 43.23071032660691, -73.83644305789592 43.2374364613121, -73.83691142126686 43.25012550161128, -73.85294157122193 43.25608832681471))"
872b89295ffffff,8,"POLYGON ((-73.98915098154751 42.32377767726283, -74.00437821410858 42.31709361011474, -74.00387373653295 42.3045358166685, -73.98815042940957 42.29866198498635, -73.97292710510013 42.30534256022225, -73.9734231794855 42.31790045804071, -73.98915098154751 42.32377767726283))"
872b8bc74ffffff,1,"POLYGON ((-75.40111170155829 42.998481072488026, -75.41636611124335 42.991558603421836, -75.415464949408 42.97890881349404, -75.39931800848407 42.97318116349565, -75.38406723951071 42.98010000660359, -75.38495977034552 42.99275012464116, -75.40111170155829 42.998481072488026))"
872b8d608ffffff,2,"POLYGON ((-73.5229335500577 43.32078918607949, -73.53855693849077 43.31410094494849, -73.5381707684397 43.3014035339217, -73.5221699867422 43.29539433449589, -73.50655080534013 43.30207907332205, -73.50692819848983 43.31477651283477, -73.5229335500577 43.32078918607949))"
872a10b19ffffff,1344,"POLYGON ((-73.19595446261602 40.828494421539986, -73.2108009681278 40.82202387437672, -73.21052124782862 40.809690469262044, -73.19540290383712 40.803827624940396, -73.18056025498441 40.810294812060235, -73.1808320934107 40.822628202578485, -73.19595446261602 40.828494421539986))"
872b8bc62ffffff,14,"POLYGON ((-75.36703652525082 42.961720255841584, -75.3822836517275 42.95480503662965, -75.3813925939689 42.942160186445335, -75.36526302736284 42.93643023185619, -75.350019545158 42.9433418292345, -75.35090198488953 42.95598700200948, -75.36703652525082 42.961720255841584))"
872b8d61effffff,848,"POLYGON ((-73.61905848470926 43.35682816320203, -73.63468135536269 43.35012420686938, -73.63426816865142 43.337421689206586, -73.61824090175918 43.33142308303622, -73.60262221890947 43.33812352778775, -73.60302661501797 43.35082608924551, -73.61905848470926 43.35682816320203))"
872aa6b5bffffff,27,"POLYGON ((-77.71911477196448 42.35502559852061, -77.73381105751152 42.347850043279074, -77.7322937244566 42.33531326886837, -77.71608841147271 42.32995136064245, -77.7013950316048 42.33712318070032, -77.70290405831419 42.34966064318686, -77.71911477196448 42.35502559852061))"
872b89283ffffff,5,"POLYGON ((-73.95671634921659 42.28690927677074, -73.9719357641777 42.28023219134801, -73.97144049720237 42.267679721927024, -73.9557342051037 42.26180423759184, -73.94051870057923 42.26847783530019, -73.94100557754508 42.281030404047414, -73.95671634921659 42.28690927677074))"
872b8a340ffffff,2,"POLYGON ((-75.85606798058784 43.17085211838218, -75.87131317985603 43.16385605481637, -75.87028283012218 43.151185205991936, -75.85401596425638 43.14551001863247, -75.83877430617359 43.15250241725277, -75.8397959722915 43.165173667149055, -75.85606798058784 43.17085211838218))"
872b8a36cffffff,6,"POLYGON ((-75.76149664745391 43.17476663895758, -75.77675709830717 43.167782954353854, -75.77575280373016 43.15511091734591, -75.7594967457286 43.14942217787416, -75.74423986315229 43.15640220359919, -75.74523546983552 43.16907462664475, -75.76149664745391 43.17476663895758))"
872b8c910ffffff,298,"POLYGON ((-73.44392846933314 45.01454010285992, -73.4601576185105 45.00775766210517, -73.45977934685878 44.99483828435409, -73.44318138383925 44.98870133494717, -73.4269567909377 44.99548020302349, -73.4273256046656 45.008399592082995, -73.44392846933314 45.01454010285992))"
872a10b23ffffff,140,"POLYGON ((-73.10755251319617 40.904318017057484, -73.12243395935451 40.897853538780616, -73.12217707477066 40.88550879568252, -73.10704665103172 40.87962855827624, -73.09216909517467 40.886089679756616, -73.0924180727136 40.898434394470975, -73.10755251319617 40.904318017057484))"
872aa4596ffffff,2,"POLYGON ((-77.68506341218435 42.85085552577056, -77.69992378807908 42.84364383820976, -77.69839934573788 42.831036597697526, -77.68202301522865 42.825640356075304, -77.66716561781209 42.832848284596146, -77.66868157168037 42.84545621278246, -77.68506341218435 42.85085552577056))"
872b8bc4effffff,10,"POLYGON ((-75.39305560949373 42.88468682378715, -75.40827348208927 42.877773743795196, -75.40737677098046 42.86513977939873, -75.39127077547093 42.85941856747895, -75.37605652782736 42.866328027618906, -75.3769446503415 42.87896231850721, -75.39305560949373 42.88468682378715))"
872a1509cffffff,16,"POLYGON ((-72.56690342261393 40.87648254286205, -72.58184167448064 40.87009151653926, -72.58172729535019 40.857753678404634, -72.56668255794314 40.851806976329655, -72.55174831992149 40.85819469007718, -72.5518548054935 40.87053241750831, -72.56690342261393 40.87648254286205))"
872aa4a11ffffff,44,"POLYGON ((-76.4085514775729 42.48106125787964, -76.42348862778148 42.474044474626155, -76.42232327249421 42.46147467419181, -76.40622917580846 42.45592117127288, -76.39129531123697 42.46293428869346, -76.39245225717339 42.47550457386408, -76.4085514775729 42.48106125787964))"
872a10b35ffffff,20,"POLYGON ((-73.13835597239198 40.94078176477986, -73.15324519717554 40.93431056670416, -73.15297998657776 40.92196011160111, -73.13783347063757 40.9160808774328, -73.12294813483474 40.92254871457468, -73.1232054259454 40.93489914584881, -73.13835597239198 40.94078176477986))"
872b8d624ffffff,3,"POLYGON ((-73.46295521533519 43.436486241346046, -73.47862615435061 43.4297987965392, -73.47825568982424 43.417085688857135, -73.46222310760375 43.41106000636848, -73.44655641311125 43.41774394835513, -73.44691805621031 43.430457074602735, -73.46295521533519 43.436486241346046))"
872b8c906ffffff,3,"POLYGON ((-73.37825491606449 45.015805128053906, -73.39449355647118 45.00903210172864, -73.39413420092892 44.996112706781226, -73.37754566330624 44.98996633658947, -73.36131159837527 44.99673579560748, -73.36166149548863 45.00965519102232, -73.37825491606449 45.015805128053906))"
872b89d28ffffff,2,"POLYGON ((-73.78839234680558 43.21953982742299, -73.80394577741447 43.21282152307759, -73.80348692906459 43.20013764815487, -73.78748338749858 43.194172005363065, -73.77193407423941 43.20088679118328, -73.77238418504066 43.21357073727983, -73.78839234680558 43.21953982742299))"
872aa6b61ffffff,2,"POLYGON ((-77.57337659380427 42.439262517459035, -77.58812249701923 42.43209861811493, -77.58664190867061 42.41954783560979, -77.57042376046785 42.41416028519586, -77.55568081432133 42.421320452897774, -77.55715305859887 42.433871901670166, -77.57337659380427 42.439262517459035))"
872aa4a49ffffff,9,"POLYGON ((-76.18856612334714 42.283134384949584, -76.20347201425167 42.276161734060395, -76.2023712576251 42.26361837135373, -76.18637295486654 42.258047209355524, -76.17147038142203 42.2650162181193, -76.17256279277443 42.27756003000877, -76.18856612334714 42.283134384949584))"
872b8b391ffffff,2,"POLYGON ((-75.42060218328382 42.3908662932918, -75.43565412682946 42.383986194383745, -75.43475951332836 42.37142226581653, -75.41882136196593 42.365738105804226, -75.40377295921114 42.37261460724785, -75.40465916663663 42.38517886516052, -75.42060218328382 42.3908662932918))"
872b892e1ffffff,25,"POLYGON ((-73.752367434316 42.19781152464155, -73.76758452756256 42.191168277298665, -73.76714559234212 42.17862885474681, -73.75149792245698 42.17273261111294, -73.73628477724164 42.17937239050056, -73.73671535373965 42.19191188046917, -73.752367434316 42.19781152464155))"
872b89d70ffffff,6,"POLYGON ((-73.77058523622856 43.162845450849375, -73.78612183438098 43.15613339563599, -73.78566848539899 43.14345736215137, -73.76968725414983 43.13749331440858, -73.75415476795067 43.14420185511288, -73.7545994008949 43.15687795703024, -73.77058523622856 43.162845450849375))"
872aa64a8ffffff,97,"POLYGON ((-79.12185202096391 42.567981376923626, -79.13638908742463 42.560611070980684, -79.13448413992536 42.5480674760334, -79.11805042323324 42.54289327868924, -79.10351589025443 42.55025976848511, -79.10541253954526 42.56280427080987, -79.12185202096391 42.567981376923626))"
872b89d66ffffff,5,"POLYGON ((-73.70753119439637 43.16431730498622, -73.72307673761664 43.15761385241077, -73.72264082110625 43.144937687095776, -73.70666807804713 43.13896491495489, -73.69112666393089 43.1456648578759, -73.69155386362715 43.15834108155332, -73.70753119439637 43.16431730498622))"
872b8c6d9ffffff,1,"POLYGON ((-74.51317386272883 44.09985796217389, -74.52892925300642 44.09298070915486, -74.52825668506274 44.08017868668315, -74.51183780136634 44.07425372881313, -74.49608648626443 44.081127366897384, -74.49674997939687 44.09392957671814, -74.51317386272883 44.09985796217389))"
872b8bc16ffffff,5,"POLYGON ((-75.61242003616658 43.085473972997825, -75.62767265995058 43.07851681023935, -75.6267114616915 43.06585615011539, -75.61050629753292 43.060152289743364, -75.59525726966464 43.067105807966726, -75.5962098096 43.079766830068955, -75.61242003616658 43.085473972997825))"
872b8b3abffffff,2,"POLYGON ((-75.2940264957184 42.35787739974376, -75.30908568416652 42.35101652202971, -75.3082261045058 42.33845669653078, -75.29231573303237 42.332757438358016, -75.27726011424235 42.33961472881481, -75.27811129689599 42.35217486369411, -75.2940264957184 42.35787739974376))"
872aa4a73ffffff,5,"POLYGON ((-76.26043900106461 42.39329357466846, -76.2753697969068 42.38630296095975, -76.27424688499322 42.37374439532259, -76.25820155939101 42.36817598136426, -76.24327407722674 42.375162942882255, -76.24438860647093 42.38772196954868, -76.26043900106461 42.39329357466846))"
872b88268ffffff,8,"POLYGON ((-74.33437939738634 43.07201565873488, -74.34980873822032 43.06523240284971, -74.34920060553156 43.05256898536448, -74.33317180922275 43.04668866426631, -74.31774641260475 43.05346836691065, -74.31834586783985 43.06613194285923, -74.33437939738634 43.07201565873488))"
872b89d4affffff,21,"POLYGON ((-73.76655212349074 43.04881611742454, -73.7820507006564 43.042112276438786, -73.78159960034763 43.02945205162948, -73.76565859556996 43.02349559876827, -73.7501641110497 43.0301959308527, -73.75060653851097 43.042856223664536, -73.76655212349074 43.04881611742454))"
872b892dbffffff,7,"POLYGON ((-73.9038749256714 42.1187771795653, -73.91904618267645 42.11211914724051, -73.91856701836855 42.0995910501443, -73.90292492651949 42.09372089307886, -73.88775756525494 42.10037544966575, -73.88822839993685 42.11290363805045, -73.9038749256714 42.1187771795653))"
872b8a30effffff,1,"POLYGON ((-75.97432785439027 43.261270748600886, -75.9895855822466 43.2542521996514, -75.98852044209158 43.24156978742103, -75.97220628783192 43.23590550280084, -75.95695208183739 43.242920374593425, -75.95800850773966 43.25560320713225, -75.97432785439027 43.261270748600886))"
872b89d5cffffff,83,"POLYGON ((-73.79936870027662 43.086061585570434, -73.81487545955422 43.07935072036147, -73.8144149247497 43.06668529128203, -73.79845631731139 43.06073065321061, -73.78295364855701 43.067438005237804, -73.78340549656147 43.08010350748188, -73.79936870027662 43.086061585570434))"
872b8bc2cffffff,1,"POLYGON ((-75.4208793771405 43.054833845729824, -75.43614964888461 43.0479046231745, -75.43524192356038 43.03524711343061, -75.41907257779489 43.02951849379166, -75.40380595023754 43.03644408628979, -75.40470502385028 43.04910192745535, -75.4208793771405 43.054833845729824))"
872b8d650ffffff,1,"POLYGON ((-73.50541988164116 43.26399721479762, -73.52102622947818 43.257315133143834, -73.52064539974201 43.24462555651876, -73.50466697722732 43.238618034674175, -73.48906483068498 43.24529661802273, -73.48943690525111 43.25798622047886, -73.50541988164116 43.26399721479762))"
872a158e1ffffff,18,"POLYGON ((-71.92142766675292 41.05087487689559, -71.93649781819838 41.044557779438975, -71.93655348744198 41.032197784303634, -71.92154694855262 41.02615509599393, -71.90648099263957 41.03246892611392, -71.90641738020376 41.04482871091141, -71.92142766675292 41.05087487689559))"
872b997a8ffffff,66,"POLYGON ((-78.23167006666502 43.29538091297595, -78.24658664149277 43.28806288656794, -78.24489646714116 43.27540264051822, -78.22829834043132 43.27005964173731, -78.2133846427881 43.2773738571061, -78.21506619381836 43.29003488129342, -78.23167006666502 43.29538091297595))"
872aa6c8dffffff,34,"POLYGON ((-78.7512689324173 42.822109404001246, -78.76594782444111 42.81476398176695, -78.76413327581622 42.80217784265208, -78.74764824946442 42.79693627123369, -78.73297202632516 42.80427788120857, -78.73477815975086 42.81686487388393, -78.7512689324173 42.822109404001246))"
872b89ac4ffffff,24,"POLYGON ((-73.3889435791706 42.46991394783109, -73.40429795952008 42.46330110454868, -73.40395546381515 42.45072320500865, -73.3882670457173 42.444758138123134, -73.37291675414812 42.45136752897294, -73.3732507918081 42.46394543812418, -73.3889435791706 42.46991394783109))"
872aa5d4effffff,47,"POLYGON ((-75.98430146019913 42.065804064150456, -75.99916740902664 42.05887498736999, -75.99812692474357 42.04636146848013, -75.98222876500877 42.04077660916558, -75.96736615749472 42.04770206772015, -75.96839836793698 42.060216002822024, -75.98430146019913 42.065804064150456))"
872aa631cffffff,17,"POLYGON ((-78.2164346982609 42.230120527355815, -78.2310128482787 42.222892518645644, -78.22936548338312 42.2103810374812, -78.21314820231778 42.205096800438554, -78.19857280375982 42.21232105450014, -78.20021193401475 42.22483329928382, -78.2164346982609 42.230120527355815))"
